"Riqueza","Manejo","Perturbación","Nivel_perturbación","Tipo_de_permanencia","Permanencia_promedio","Permanencia_mediana","Riesgo_absoluto","Riesgo_relativo"
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.1,"Calabaza",NA,NA,NA,NA
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.1,"Quelites",0.389920018271816,0.4,0.0210345611786016,0.0539458355378366
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.1,"Conjunta",0.428735800150607,0.437858836589759,0.0212518999217911,0.0495687551968501
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.14,"Maíz",0.424330956182312,0.438284608122765,0.0652348590306824,0.153735800040605
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.14,"Frijol",NA,NA,NA,NA
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.14,"Calabaza",NA,NA,NA,NA
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.14,"Quelites",0.35407500892646,0.361387703338648,0.0140508783499579,0.0396833382637186
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.14,"Conjunta",0.369495269255469,0.377881491722572,0.0198352956946969,0.0536821370803068
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.25,"Maíz",0.341652127474708,0.386397208469809,0.0951096855901467,0.278381657661966
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.25,"Frijol",NA,NA,NA,NA
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.25,"Calabaza",NA,NA,NA,NA
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.25,"Quelites",0.306924106477062,0.312762879194939,0.0132966460232718,0.0433222602678343
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.25,"Conjunta",0.310037734036036,0.316612215693581,0.0238642965150038,0.0769722323935898
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.5,"Maíz",0.0508130004163848,0.0111423560938767,0.0649728287128736,1.27866546317786
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.5,"Frijol",NA,NA,NA,NA
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.5,"Calabaza",NA,NA,NA,NA
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.5,"Quelites",0.263330587503272,0.266666666666667,0.0192921660780565,0.0732621540891706
"Monocultivo Maíz","Desyerbe-Insecticida","Sequía",0.5,"Conjunta",0.207777220160717,0.204591347444856,0.0265994508246447,0.128019090851586
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0,"Calabaza",0.128156403965593,0.128278020566103,0.00446492652492273,0.0348396676776406
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0,"Quelites",0.25,0.25,1.30841038223648e-17,5.23364152894592e-17
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0,"Conjunta",0.225631280793119,0.225655604113221,0.000892985304984545,0.00395771943431604
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.1,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.1,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.1,"Calabaza",0.121358166980099,0.130091299393943,0.040175473532036,0.331048783380391
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.1,"Quelites",0.25350414857244,0.25,0.0123360726016831,0.0486622119249383
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.1,"Conjunta",0.224228305497312,0.225027934892651,0.0118252223823111,0.052737420264958
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.14,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.14,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.14,"Calabaza",0.104665506943795,0.11089655327573,0.0385630136610342,0.368440518629909
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.14,"Quelites",0.224631755303776,0.224891812776671,0.00886279712571899,0.0394547828455223
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.14,"Conjunta",0.200998229358377,0.204287169375965,0.0105684091685576,0.0525796132746736
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.25,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.25,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.25,"Calabaza",0.0755255409854104,0.0914884420832997,0.0709632529383811,0.939592778979093
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.25,"Quelites",0.136895331063444,0.136640089621455,0.0147787568215603,0.107956616977033
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.25,"Conjunta",0.11868092455026,0.121583664919026,0.0166333567984842,0.140151897716639
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.5,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.5,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.5,"Calabaza",0.099927880754139,0.065731496237266,0.110273374752298,1.10352960475178
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.5,"Quelites",0.213939875388064,0.222589874423162,0.0375330827574804,0.175437527433348
"Monocultivo Calabaza","Desyerbe-Insecticida","Sequía",0.5,"Conjunta",0.169838366113263,0.170718313615994,0.0347428828701872,0.204564396521677
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0,"Maíz",0.323208080467751,0.298417740509989,0.0495351877119522,0.153260981718849
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0,"Frijol",0.323208080467751,0.298417740509989,0.0495351877119522,0.153260981718849
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0,"Quelites",0.4,0.4,3.30062860382265e-17,8.25157150955662e-17
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0,"Conjunta",0.365870257985667,0.354852329115551,0.0220156389830899,0.0601733497122697
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.1,"Maíz",0.361140395531176,0.361948939188704,0.129762429844224,0.359312974815142
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.1,"Frijol",0.378176995220239,0.370557428826304,0.126448225442905,0.334362552564217
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.1,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.1,"Quelites",0.336129063612603,0.346818288411821,0.0606357036379878,0.180394111078332
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.1,"Conjunta",0.349315273598691,0.343199436045248,0.0555625001250975,0.159061181472787
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.14,"Maíz",0.352507488790916,0.316122720134806,0.169223584877314,0.480056708746084
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.14,"Frijol",0.386975399941435,0.35668555448739,0.174541482964684,0.451040254732211
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.14,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.14,"Quelites",0.330928361244119,0.339182654343339,0.0579779932559253,0.175198018803702
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.14,"Conjunta",0.344887469197189,0.333716333923458,0.0788008144110581,0.228482683335775
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.25,"Maíz",0.205615838437769,0.206281535500427,0.0849551063014645,0.413173941010273
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.25,"Frijol",0.231891230507923,0.230087972309629,0.0808917075037987,0.348834698606831
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.25,"Calabaza",0,0,0,NA
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.25,"Quelites",0.228955936599713,0.23055371353661,0.036025921511223,0.157348711050055
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.25,"Conjunta",0.211669001011747,0.213081770302784,0.0496291394574721,0.23446578960666
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.5,"Maíz",0.0707681956843188,0.065653778110185,0.0551175924423093,0.778846936951404
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.5,"Frijol",0.11097210354842,0.109416058097794,0.0689418444363278,0.621253830754384
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.5,"Calabaza",0,0,0,NA
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.5,"Quelites",0.158952363240469,0.158179563347823,0.0308809965246475,0.194278310149624
"Maíz-Frijol-Calabaza","Herbicida","Sequía",0.5,"Conjunta",0.113943823688365,0.113052576104717,0.0320937599011381,0.281663006052123
"Maíz-Frijol","Herbicida","Sequía",0,"Maíz",0.323626307773526,0.299058321880616,0.0490297625052603,0.151501164545533
"Maíz-Frijol","Herbicida","Sequía",0,"Frijol",0.323626307773526,0.299058321880616,0.0490297625052603,0.151501164545533
"Maíz-Frijol","Herbicida","Sequía",0,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida","Sequía",0,"Quelites",0.4,0.4,3.15600458886101e-17,7.89001147215253e-17
"Maíz-Frijol","Herbicida","Sequía",0,"Conjunta",0.366056136788234,0.35513703194694,0.0217910055578935,0.0595291360201939
"Maíz-Frijol","Herbicida","Sequía",0.1,"Maíz",0.361986450026923,0.360762589400334,0.130888536733683,0.361584077867965
"Maíz-Frijol","Herbicida","Sequía",0.1,"Frijol",0.378304236420761,0.370118740067416,0.12714152832862,0.336082750570124
"Maíz-Frijol","Herbicida","Sequía",0.1,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida","Sequía",0.1,"Quelites",0.336120804885591,0.347552092940734,0.0604502143128205,0.179846690339197
"Maíz-Frijol","Herbicida","Sequía",0.1,"Conjunta",0.350335767677872,0.343395259278862,0.0560648994707741,0.16003190265838
"Maíz-Frijol","Herbicida","Sequía",0.14,"Maíz",0.351496957905048,0.309292315161369,0.167759701359808,0.477272128782196
"Maíz-Frijol","Herbicida","Sequía",0.14,"Frijol",0.386732497605832,0.362360437036033,0.169870001153266,0.439244186110271
"Maíz-Frijol","Herbicida","Sequía",0.14,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida","Sequía",0.14,"Quelites",0.330628656185644,0.340203186557615,0.0584805048454651,0.17687669762245
"Maíz-Frijol","Herbicida","Sequía",0.14,"Conjunta",0.346205086451437,0.336289717383983,0.0765154223591452,0.221011837646349
"Maíz-Frijol","Herbicida","Sequía",0.25,"Maíz",0.204838492933549,0.209045708512359,0.0846486371766537,0.413245752614058
"Maíz-Frijol","Herbicida","Sequía",0.25,"Frijol",0.231057877083068,0.23034612267521,0.0808168991612968,0.349769071634992
"Maíz-Frijol","Herbicida","Sequía",0.25,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida","Sequía",0.25,"Quelites",0.229188351816065,0.235131011806905,0.0356622790169394,0.155602493470349
"Maíz-Frijol","Herbicida","Sequía",0.25,"Conjunta",0.21783181876704,0.220921711782819,0.0486633429528844,0.223398690000047
"Maíz-Frijol","Herbicida","Sequía",0.5,"Maíz",0.072226800822662,0.0665671133350861,0.0558869934233884,0.773770854957392
"Maíz-Frijol","Herbicida","Sequía",0.5,"Frijol",0.113668246650961,0.110676015012155,0.0699302699195608,0.615213764441132
"Maíz-Frijol","Herbicida","Sequía",0.5,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida","Sequía",0.5,"Quelites",0.158681702588583,0.157601598313239,0.0312256057780094,0.196781388582455
"Maíz-Frijol","Herbicida","Sequía",0.5,"Conjunta",0.122537047897717,0.119472392165368,0.0332465456489929,0.27131831735284
"Maíz-Calabaza","Herbicida","Sequía",0,"Maíz",0.322201719715237,0.297757980398717,0.0488776778774768,0.151698997512102
"Maíz-Calabaza","Herbicida","Sequía",0,"Frijol",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida","Sequía",0,"Calabaza",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida","Sequía",0,"Quelites",0.4,0.4,3.39362225220769e-17,8.48405563051924e-17
"Maíz-Calabaza","Herbicida","Sequía",0,"Conjunta",0.377771919918639,0.370787994399634,0.0139650508221362,0.0369668842118914
"Maíz-Calabaza","Herbicida","Sequía",0.1,"Maíz",0.360075104611746,0.348781094321549,0.126552046367292,0.351460139138882
"Maíz-Calabaza","Herbicida","Sequía",0.1,"Frijol",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida","Sequía",0.1,"Calabaza",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida","Sequía",0.1,"Quelites",0.336300500008991,0.34687013584714,0.0610912092036593,0.181656611280762
"Maíz-Calabaza","Herbicida","Sequía",0.1,"Conjunta",0.341428709454463,0.346133040754073,0.0469409870304824,0.1374840068531
"Maíz-Calabaza","Herbicida","Sequía",0.14,"Maíz",0.35199960064401,0.322534232533462,0.161710152062991,0.459404362297941
"Maíz-Calabaza","Herbicida","Sequía",0.14,"Frijol",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida","Sequía",0.14,"Calabaza",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida","Sequía",0.14,"Quelites",0.332624388073371,0.338989999658133,0.0557923799234647,0.167733882192541
"Maíz-Calabaza","Herbicida","Sequía",0.14,"Conjunta",0.335622917317394,0.339488902232193,0.0615966247981595,0.183529257449092
"Maíz-Calabaza","Herbicida","Sequía",0.25,"Maíz",0.207601123266241,0.207834535908428,0.0874918127460852,0.421441904405691
"Maíz-Calabaza","Herbicida","Sequía",0.25,"Frijol",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida","Sequía",0.25,"Calabaza",0,0,NA,NA
"Maíz-Calabaza","Herbicida","Sequía",0.25,"Quelites",0.230777019158121,0.2357918525042,0.0349787685628571,0.15156954834784
"Maíz-Calabaza","Herbicida","Sequía",0.25,"Conjunta",0.205570694697173,0.207101617848056,0.0435023342501617,0.211617391838098
"Maíz-Calabaza","Herbicida","Sequía",0.5,"Maíz",0.0725875474591519,0.0657043877396707,0.0556425780953831,0.766558177581292
"Maíz-Calabaza","Herbicida","Sequía",0.5,"Frijol",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida","Sequía",0.5,"Calabaza",0,0,0,NA
"Maíz-Calabaza","Herbicida","Sequía",0.5,"Quelites",0.158054659797093,0.156099554576164,0.0307689636337531,0.19467292943627
"Maíz-Calabaza","Herbicida","Sequía",0.5,"Conjunta",0.115329246412099,0.11568688634646,0.0270764734108398,0.234775429938119
"Monocultivo Maíz","Herbicida","Sequía",0,"Maíz",0.322638608531752,0.29858118756076,0.0482907201431797,0.149674337993641
"Monocultivo Maíz","Herbicida","Sequía",0,"Frijol",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0,"Calabaza",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0,"Quelites",0.4,0.4,3.34744836935923e-17,8.36862092339806e-17
"Monocultivo Maíz","Herbicida","Sequía",0,"Conjunta",0.377896745294786,0.371023196445932,0.0137973486123371,0.0365108955928534
"Monocultivo Maíz","Herbicida","Sequía",0.1,"Maíz",0.36190223716024,0.360983062946949,0.127094333773791,0.351184161698114
"Monocultivo Maíz","Herbicida","Sequía",0.1,"Frijol",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0.1,"Calabaza",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0.1,"Quelites",0.336356579681825,0.347348024368206,0.060623463155287,0.180235698711866
"Monocultivo Maíz","Herbicida","Sequía",0.1,"Conjunta",0.342883919791769,0.34682540774218,0.0464736762159933,0.135537636889523
"Monocultivo Maíz","Herbicida","Sequía",0.14,"Maíz",0.348848269364977,0.30670738938167,0.160283564486614,0.459464983955303
"Monocultivo Maíz","Herbicida","Sequía",0.14,"Frijol",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0.14,"Calabaza",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0.14,"Quelites",0.331364983281508,0.338965437831877,0.0559355801032427,0.168803533642307
"Monocultivo Maíz","Herbicida","Sequía",0.14,"Conjunta",0.335978612157976,0.33633880287963,0.059489528816807,0.177063439945503
"Monocultivo Maíz","Herbicida","Sequía",0.25,"Maíz",0.20721030165839,0.209225411206406,0.0851686115507037,0.411024987025568
"Monocultivo Maíz","Herbicida","Sequía",0.25,"Frijol",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0.25,"Calabaza",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0.25,"Quelites",0.230518428196624,0.235382574940546,0.034663016205623,0.150369827162177
"Monocultivo Maíz","Herbicida","Sequía",0.25,"Conjunta",0.214495424432808,0.217329410050512,0.0416131316831796,0.194004752284192
"Monocultivo Maíz","Herbicida","Sequía",0.5,"Maíz",0.0748482321187688,0.0706125820217128,0.0561702755500831,0.750455608102439
"Monocultivo Maíz","Herbicida","Sequía",0.5,"Frijol",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0.5,"Calabaza",NA,NA,NA,NA
"Monocultivo Maíz","Herbicida","Sequía",0.5,"Quelites",0.157555438453166,0.155367350114862,0.0314059715016611,0.199332830462699
"Monocultivo Maíz","Herbicida","Sequía",0.5,"Conjunta",0.12579785093065,0.126018586906002,0.027990959509392,0.22250745384214
"Monocultivo Calabaza","Herbicida","Sequía",0,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0,"Calabaza",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0,"Quelites",0.4,0.4,3.20493781063927e-17,8.01234452659818e-17
"Monocultivo Calabaza","Herbicida","Sequía",0,"Conjunta",0.4,0.4,3.20493781063927e-17,8.01234452659818e-17
"Monocultivo Calabaza","Herbicida","Sequía",0.1,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.1,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.1,"Calabaza",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.1,"Quelites",0.33228213063795,0.350525341711017,0.0662572714747619,0.199400645913622
"Monocultivo Calabaza","Herbicida","Sequía",0.1,"Conjunta",0.330946758771931,0.348914569538988,0.067481893468006,0.203905588072281
"Monocultivo Calabaza","Herbicida","Sequía",0.14,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.14,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.14,"Calabaza",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.14,"Quelites",0.328772746022533,0.337182278629637,0.0571958214944008,0.173967648433002
"Monocultivo Calabaza","Herbicida","Sequía",0.14,"Conjunta",0.324755247696019,0.329779050221717,0.059884367089342,0.184398458575166
"Monocultivo Calabaza","Herbicida","Sequía",0.25,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.25,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.25,"Calabaza",0,0,0,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.25,"Quelites",0.263414281359468,0.270407048168676,0.076644409361399,0.290965277075491
"Monocultivo Calabaza","Herbicida","Sequía",0.25,"Conjunta",0.256902863797658,0.261317831133287,0.0781339715440804,0.304138188220511
"Monocultivo Calabaza","Herbicida","Sequía",0.5,"Maíz",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.5,"Frijol",NA,NA,NA,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.5,"Calabaza",0,0,0,NA
"Monocultivo Calabaza","Herbicida","Sequía",0.5,"Quelites",0.127545770961492,0.127722716979599,0.0796645636946385,0.624595885023034
"Monocultivo Calabaza","Herbicida","Sequía",0.5,"Conjunta",0.110366535871296,0.117982010359832,0.0688827487445395,0.624127125135715
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0,"Maíz",0.512247065620175,0.5,0.0709582180106349,0.138523425067797
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0,"Frijol",0.512247065620175,0.5,0.0709582180106349,0.138523425067797
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0,"Quelites",0.4,0.4,3.05578830330322e-17,7.63947075825805e-17
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0,"Conjunta",0.449887584720078,0.444444444444444,0.0315369857825044,0.0700997023559272
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.1,"Maíz",0.509994895194084,0.525265737193843,0.124830364293216,0.244767870168015
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.1,"Frijol",0.525200016216394,0.544935251746393,0.120857128229015,0.230116383277527
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.1,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.1,"Quelites",0.360026966696745,0.36704670583383,0.0403789391862531,0.112155318688293
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.1,"Conjunta",0.428522306745303,0.434601652715195,0.0639343197563261,0.14919718005328
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.14,"Maíz",0.477292474931373,0.489662344987701,0.11039524273923,0.231294748057998
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.14,"Frijol",0.503545773902641,0.51661874306814,0.109838958176972,0.218131029728807
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.14,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.14,"Quelites",0.344178848945882,0.34979891445165,0.0423520089757387,0.123052329059297
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.14,"Conjunta",0.406875611640013,0.413390756424966,0.0588072186162256,0.144533653366906
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.25,"Maíz",0.276547875588921,0.274533495398506,0.0993848358444124,0.359376602090209
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.25,"Frijol",0.30235629023269,0.312407830396367,0.0998396855546976,0.330205419169093
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.25,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.25,"Quelites",0.253085340133424,0.259659916575058,0.0451417874081901,0.178365872098289
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.25,"Conjunta",0.260763967732932,0.258410703695783,0.0634368647872125,0.243273122965298
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.5,"Maíz",0.0775389719206844,0.0754106120559036,0.0576665694168321,0.743710781667572
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.5,"Frijol",0.11868422456446,0.113384318258881,0.0865741153691959,0.729449222817105
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.5,"Calabaza",0,0,0,NA
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.5,"Quelites",0.153471852372633,0.153576651872185,0.0407901823649058,0.265782824239758
"Maíz-Frijol-Calabaza","Herbicida-Insecticida","Sequía",0.5,"Conjunta",0.115058101481889,0.116513676035793,0.0434963352820855,0.378038006206212
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0,"Maíz",0.51434534861238,0.5,0.0681151629996737,0.132430794180286
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0,"Frijol",0.51434534861238,0.5,0.0681151629996737,0.132430794180286
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0,"Quelites",0.4,0.4,2.43186486012615e-17,6.07966215031537e-17
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0,"Conjunta",0.450820154938835,0.444444444444444,0.0302734057776327,0.067151846353764
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.1,"Maíz",0.507168385036481,0.524618972114133,0.127002820148744,0.250415490980592
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.1,"Frijol",0.523096039204933,0.545931241051597,0.122239666432251,0.233684939801965
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.1,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.1,"Quelites",0.359148749191493,0.36829778289851,0.041754403393654,0.116259359075176
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.1,"Conjunta",0.428255110366579,0.436214434754911,0.0655017997236592,0.152950421695122
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.14,"Maíz",0.48303602439656,0.490814935767805,0.104817853389393,0.216998004487011
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.14,"Frijol",0.510503323267708,0.520418471388835,0.10442504622027,0.204553117405485
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.14,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.14,"Quelites",0.343600542724254,0.350213544469524,0.042884049948776,0.124807864413623
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.14,"Conjunta",0.411566436609725,0.420061196403691,0.0557003891167685,0.135337540095835
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.25,"Maíz",0.272441061099799,0.271352709277701,0.101280700116673,0.371752700227415
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.25,"Frijol",0.297630855948348,0.296572732178972,0.101778442526805,0.341961999210419
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.25,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.25,"Quelites",0.250600897801727,0.260303448690552,0.0461241604655266,0.18405425068357
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.25,"Conjunta",0.262306065495816,0.262394982516975,0.0647987395273571,0.247034849937127
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.5,"Maíz",0.0771142403230498,0.0764693035422355,0.0566711581472735,0.734898741268339
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.5,"Frijol",0.119284015251905,0.1180667194667,0.0839701193407226,0.703951146877422
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.5,"Calabaza",NA,NA,NA,NA
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.5,"Quelites",0.153119546530506,0.15350288898102,0.0394228275705038,0.257464369923859
"Maíz-Frijol","Herbicida-Insecticida","Sequía",0.5,"Conjunta",0.122464719677805,0.123084528689101,0.0442645291345972,0.361447192718471
"Maíz-Calabaza","Herbicida-Insecticida","Sequía",0,"Maíz",0.515620176063404,0.500232867598137,0.0709459644723681,0.137593460779634
"Maíz-Calabaza","Herbicida-Insecticida","Sequía",0,"Frijol",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida-Insecticida","Sequía",0,"Calabaza",NA,NA,NA,NA
"Maíz-Calabaza","Herbicida-Insecticida","Sequía",0,"Quelites",0.4,0.4,3.15600458886101e-17,7.89001147215253e-17
